Name, Vorname;Geburtsjahr;Berufsschlüssel;Beruf/Stand;Geschlecht;Partei;Land;Platz;Wahlkreis
Haliti, Marcel ;1983;25;Anlagenmechaniker;1;NPD;NW;6;118
Hall von, Peter-Rene ;1981;81;Jurist;1;AfD;NW;11;
Hallasch, Philip-Mario ;1989;27;Getriebemonteur;1;NPD;;   ;288
Hamal, Klaus ;1965;75;selbstständiger Handwerksmeister IT;1;FREIE WÄHLER;BY;41;
Hamann, David ;1981;88;Historiker;1;Die PARTEI;BE;54;75
Hamburger, Josef ;1963;51;Maler- und Lackdesigner;1;CDU;BW;50;
Hammer, Pirmin ;1961;1;Winzer;1;NPD;RP;9;
Hammer, Silke ;1968;78;Angestellte;2;AfD;SH;25;
Hammerlindl, Klaus Anton ;1965;83;Filmemacher;1;Die PARTEI;;   ;244
Hammitzsch, Gerhard ;1958;77;Informatiker;1;FREIE WÄHLER;BW;9;258
Hampel, Armin-Paulus ;1957;82;Journalist;1;AfD;NI;4;
Hampel, Martin ;1980;88;Medienpädagoge;1;PIRATEN;;   ;63
Hampel, Ulrich ;1964;76;Gewerkschaftssekretär;1;SPD;NW;27;127
Hand, Gesche ;1972;75;Geschäftsführerin;2;GRÜNE;NI;13;50
Händelkes, Melanie ;1977;86;Erzieherin in Sonderurlaub;2;NPD;NW;10;93
Hanf, Martina ;1967;86;Erzieherin;2;ÖDP;TH;20;
Hanf, Thomas ;1969;60;Ingenieur;1;ÖDP;TH;8;
Hanfland, Margarita Maria ;1957;99;Freiberuflerin;2;BIG;NW;10;
Hanika, Christian ;1986;78;technischer Betriebswirt;1;FREIE WÄHLER;BY;1;228
Hanisch, Angela Anne ;1957;78;Angestellte;2;GRÜNE;HE;21;182
Hanisch, Dr. Karl Hans-Joachim ;1948;60;Umweltplaner;1;DIE LINKE;HH;4;18
Hanke, Meinhard Franz Helmut ;1940;95;Betriebswirt i.R.;1;DIE VIOLETTEN;BY;6;
Hänsel, Heike ;1966;76;Mitglied des Deutschen Bundestages;2;DIE LINKE;BW;2;290
Hansen, Arnold ;1956;95;Pensionär;1;FREIE WÄHLER;NI;8;28
Hansen, Dr. Gerhard ;1959;75;Unternehmensberater;1;FDP;NW;42;107
Hansen, Frank ;1973;78;Kaufmännischer Angestellter;1;FDP;BY;42;214
Hansmeyer, Ramon ;1975;88;Diplom-Kaufmann, Übersetzer;1;AfD;;   ;137
Hantusch, Thomas ;1966;70;Kaufmann der Grundstücks- und Wohnungswirtschaft;1;NPD;HE;1;172
Happach-Kasan, Dr. Christel Erika ;1950;88;Biologin;2;FDP;SH;4;10
Happe, Markus ;1976;83;Werbegestalter;1;FREIE WÄHLER;;   ;142
Harbarth, Dr. Stephan ;1971;76;MdB, Rechtsanwalt;1;CDU;;   ;277
Harder, Ronald ;1947;95;Kaufmann i.R.;1;RENTNER;BW;2;
Hardt, Jürgen ;1963;76;MdB, Diplom-Volkswirt;1;CDU;NW;39;103
Harig, Klaus ;1963;60;Diplom-Ingenieur;1;AfD;;   ;50
Harling, Katharina ;1985;88;Diplom-Psychologin;2;Die PARTEI;BE;11;84
Harmel, Sebastian ;1982;80;Soldat auf Zeit;1;PIRATEN;SN;1;159
Harms, Daniel ;1981;91;Grafikdesigner;1;Die PARTEI;HH;6;
Härting, Martina ;1956;85;Zahnarzthelferin;2;AfD;;   ;31
Hartjen, Florian Andreas ;1990;94;Student;1;FDP;;   ;193
Hartmann, Alexander ;1961;82;Chefredakteur;1;BüSo;HE;1;179
Hartmann, Caroline ;1959;78;Angestellte;2;BüSo;HE;9;
Hartmann, Christian ;1985;75;Standortleiter Logistik;1;CDU;HE;32;
Hartmann, Kai ;1971;95;Hausmann;1;Bündnis 21/RRP;HB;5;
Hartmann, Michael ;1963;76;MdB, Regierungsangestellter;1;SPD;RP;4;206
Hartmann, Sebastian ;1977;75;Organisationsberater;1;SPD;NW;15;97
Hartmann, Simon ;1977;76;Parlamentarischer Referent;1;SPD;NI;39;
Hartmann, Uwe ;1963;82;Übersetzer;1;BP;BY;1;
Hartrich, Michael Richard ;1967;77;Softwareentwickler;1;PIRATEN;BY;29;251
Hartung, Dr. Thomas ;1962;87;Freiberuflicher Dozent;1;AfD;SN;6;
Hartung, Melanie ;1976;88;Diplom-Sozialpädagogin;2;AfD;NW;10;
Haschke, Mathias ;1982;94;Student;1;Die PARTEI;;   ;153
Hasecke, Ulrich ;1963;82;Texter, Autor;1;PIRATEN;;   ;103
Hasenjäger, Agnes ;1950;78;Verwaltungsangestellte;2;DIE LINKE;;   ;47
Haskic, Beate ;1965;91;Gastwirtin;2;BP;;   ;242
Haslinger, Thomas ;1986;88;Doktorand;1;CSU;BY;53;
Hassel, Dagmar Luise ;1958;78;Justizbeamtin;2;CDU;RP;19;
Hässelbarth, Ralf Peter Siegfried ;1952;76;Regierungsangestellter;1;GRÜNE;MV;5;16
Hasselfeldt, Gerda ;1950;76;Mitglied des Deutschen Bundestages;2;CSU;BY;1;216
Haßelmann, Britta ;1961;86;Diplom-Sozialarbeiterin;2;GRÜNE;NW;3;132
Hastan, Christine ;1961;75;betriebswirtschaftliche-pharmazeutische Assistentin (BPA);2;BüSo;HE;4;
Hattendorf, Arne ;1967;60;Diplom-Ingenieur;1;PIRATEN;;   ;49
Haubrich, Melanie Svenja ;1983;81;Rechtsreferendarin;2;SPD;HE;16;
Hauck, Albrecht ;1954;69;Bankkaufmann;1;FAMILIE;SL;4;
Hauck, Marc ;1978;69;Bankfachwirt;1;FDP;RP;18;
Hauck, Nobert ;1949;95;Bezirksdirektor i.R.;1;REP;RP;1;
Hauer, Matthias ;1977;81;Rechtsanwalt;1;CDU;NW;30;120
Haug, Stefan ;1958;67;Fachgroßhändler;1;GRÜNE;;   ;230
Haugk, Matthias ;1962;54;Maschinenführer;1;REP;BW;15;
Hauke, Marco ;1973;80;Polizeibeamter;1;PIRATEN;BW;20;261
Hauptmann, Mark Lars Carsten ;1984;88;Politikwissenschaftler;1;CDU;TH;9;197
Hausberg, Dr. Dietlind ;1962;81;Richterin;2;AfD;SH;7;
Hauser, Dr. Rolf Dieter ;1955;84;Arzt;1;FREIE WÄHLER;;   ;281
Häusling, Hermann ;1956;3;Diplom-Agraringenieur;1;GRÜNE;;   ;170
Hausmann, Dr. Sebastian ;1968;61;Physiker, IT-Berater;1;AfD;SH;2;7
Haustein, Heinz-Peter ;1954;76;Mitglied des Deutschen Bundestages;1;FDP;SN;2;164
Haveneth, Birgit ;1975;75;Managementassistentin;2;FDP;NW;20;87
Haydt, Claudia ;1966;88;Religionswissenschaftlerin;2;DIE LINKE;BW;11;262
Heber, Claudia ;1976;76;Diplom-Verwaltungswirtin (FH);2;CDU;TH;12;
Hebestadt, Marco ;1983;78;Angestellter;1;BüSo;SN;4;160
Heck, Dr. Stefan ;1982;81;Jurist;1;CDU;HE;12;171
Heck, Peter Hubert ;1951;75;Steuerberater;1;FREIE WÄHLER;BB;3;58
Hecker, Heinz-Josef ;1948;75;Prokurist;1;AfD;NW;28;110
Hecker, Hermine ;1935;95;Rentnerin;2;CDU;HH;9;
Heendorf, Michael ;1964;95;Kriminalbeamter a.D.;1;AfD;ST;1;
Heepen, Michael Remy ;1978;51;Maler und Lackierer;1;Die PARTEI;NW;27;
Heesen, Rene ;1992;27;Industriemechaniker;1;GRÜNE;NW;40;111
Hegeler, Beate ;1955;95;Hausfrau;2;REP;BY;19;
Hegeler, Horst ;1939;95;Rentner;1;REP;BY;40;
Hegenbarth, Thomas ;1964;60;Diplom-Ingenieur;1;PIRATEN;;   ;95
Hegener, Wilhelm ;1955;95;Beamter i. R.;1;pro Deutschland;ST;4;
Hegewald, Jann Christian ;1992;94;Student;1;CDU;NI;43;
Hehl, Christian ;1969;53;Arbeiter;1;NPD;RP;8;
Heide, Srita ;1968;75;Personalmanagementberaterin;2;CDU;HE;35;
Heidenblut, Dirk ;1961;75;Geschäftsführer;1;SPD;NW;59;119
Heidenreich, Ralph ;1957;77;Softwareentwickler, Autor;1;DIE LINKE;;   ;292
Heider, Dr. Matthias ;1966;81;Rechtsanwalt;1;CDU;;   ;149
Heider, Maria ;1959;78;Angestellte;2;GRÜNE;BB;5;58
Heider, Stephan ;1966;77;SAP-Berater;1;ÖDP;BW;5;
Heiderich, Helmut ;1949;88;Diplom-Volkswirt;1;CDU;HE;13;169
Heidingsfelder, Martin ;1965;87;Plagiatssucher;1;PIRATEN;BY;25;
Heidkamp, Erich Heinrich ;1948;95;Pensionär;1;AfD;;   ;183
Heidrich, Annette Mathilde ;1967;86;Tagesmutter;2;SPD;BY;36;213
Heidt, Peter ;1965;81;Rechtsanwalt;1;FDP;HE;25;
Heike, Anny ;1948;95;Rentnerin;2;DIE LINKE;BY;13;243
Heil, Dr. Matthias ;1963;61;Diplom-Mathematiker;1;Die PARTEI;BE;24;
Heil, Hubertus ;1972;76;MdB, Politikwissenschaftler;1;SPD;NI;5;45
Heil, Mechthild ;1961;76;MdB, Diplom-Ingenieurin, Architektin;2;CDU;RP;7;199
Heilig, Martin Michael ;1975;87;Lehrer;1;GRÜNE;BY;28;251
Heilig, Thomas ;1964;47;Stadtarbeiter;1;FREIE WÄHLER;;   ;95
Heilmeier, Bernd ;1959;68;Verlagsleiter;1;FREIE WÄHLER;BY;21;216
Heim, Adrian ;1964;62;Qualitätsmanager;1;ÖDP;BY;13;216
Heim, Elmar ;1952;78;Angestellter;1;DIE LINKE;BY;10;255
Heim, Ulrich Wolfgang ;1957;77;Anwendungsentwickler;1;NPD;;   ;36
Heimann, Dr. Christian Jörg Johannes Hinrich;1961;75;Geschäftsführer;1;FREIE WÄHLER;ST;3;69
Heimann, Wolfgang ;1960;99;Selbständig;1;Anderer KWV;;   ;10
Heimsoth, Dirk ;1956;95;Rentner;1;NPD;;   ;38
Hein, Dr. Rosemarie Anna Gertrud ;1953;76;MdB, Lehrerin, Kunstwissenschaftlerin;2;DIE LINKE;ST;5;69
Hein, Olaf ;1956;60;Doktor-Ingenieur;1;AfD;NW;41;
Hein, Wilfried ;1952;67;Einzelhandelskaufmann;1;REP;NI;4;
Heine, Tobias ;1986;77;Spieleentwickler;1;PIRATEN;NI;12;
Heineke, Heinrich ;1949;78;Kaufmann;1;FDP;NW;39;137
Heinel, Silvia ;1988;78;Angestellte;2;BüSo;SN;2;
Heinemann, Dr. Uwe ;1975;87;Studienrat;1;SPD;HE;45;
Heinen, Alexandra ;1971;81;Rechtsanwältin;2;CDU;SL;16;
Heinlein, Filip ;1985;94;Student;1;GRÜNE;TH;11;
Heinrich, Detlef ;1942;95;Rentner;1;pro Deutschland;BW;5;
Heinrich, Frank ;1964;76;Mitglied des Deutschen Bundestages;1;CDU;;   ;162
Heinrich, Gabriela ;1963;82;Redakteurin;2;SPD;BY;22;244
Heinrich, Ralf ;1962;71;Kraftfahrer;1;BüSo;BY;10;
Heinrich, Ronald ;1976;87;Kommunikationstrainer;1;PIRATEN;;   ;221
Heinrich, Torsten ;1982;99;Selbständig;1;AfD;;   ;251
Heintze, Roland ;1973;75;Geschäftsführender Gesellschafter;1;CDU;HH;11;
Heinzmann, Axel Werner ;1946;95;Rentner;1;NPD;;   ;289
Heinzmann-Jimenez, Gabriel ;1991;78;Personal Assistent;1;PIRATEN;;   ;105
Heipel, Tabea ;1988;76;Diplom-Verwaltungswirtin;2;SPD;HE;38;
Heise, Thorsten ;1969;99;Selbständiger Verleger;1;NPD;TH;2;189
Heiske, Thomas Martin ;1966;81;Rechtsanwalt;1;FDP;NW;55;113
Heiß, Michael ;1947;95;Klärfacharbeiter i. R.;1;NPD;;   ;241
Heitmann, Alfred ;1948;95;Fregattenkapitän a.D.;1;AfD;;   ;126
Held, Marcus ;1977;81;Jurist;1;SPD;RP;10;207
Heldberg, Thomas ;1977;88;Diplom-Ökonom;1;FDP;MV;3;12
Heldmann, Eva-Maria Helene ;1982;88;Gemeindepädagogin;2;SPD;HE;36;
Helfrich, Marc Andre ;1978;88;Betriebswirt;1;CDU;SH;11;3
Helge, Ingo Rüdiger ;1976;77;Anwendungsentwickler;1;NPD;NI;8;35
Heller, Hendrick Tilmann ;1986;88;Diplom-Ingenieur Agrarwissenschaften;1;NPD;TH;8;
Heller, Uda Carmen Freia ;1951;60;Diplom-Ingenieurin für Lebensmitteltechnologie (FH);2;CDU;ST;6;74
Heller-Elspaß, Alexander ;1953;78;Kaufmann;1;Die PARTEI;BE;46;
Helling, Harald ;1958;62;Technischer Angestellter;1;SPD;NI;59;
Helling-Plahr, Katrin ;1986;81;Rechtsreferendarin;2;FDP;NW;23;138
Hellmich, Wolfgang ;1958;76;Mitglied des Deutschen Bundestages;1;SPD;NW;13;146
Hellmuth, Jörg ;1957;3;Diplom-Agraringenieur;1;CDU;ST;7;66
Hellriegel, Ronnie ;1978;26;Gas -und Wasserinstallateur;1;NPD;;   ;258
Helm, Anne ;1986;83;Synchronsprecherin;2;PIRATEN;;   ;82
Hemmerich, Kai-Uwe ;1969;76;Betriebsratsvorsitzender;1;CDU;HE;34;
Hendricks, Dr. Barbara ;1952;95;Ministerialrätin a.D;2;SPD;NW;2;112
Henjes, Lutz-Michael ;1959;60;Diplom-Ingenieur Elektrotechnik;1;AfD;ST;16;
Henke, Jürgen Christoph ;1958;78;Industriekaufmann;1;NPD;NI;7;
Henke, Rudolf ;1954;76;MdB, Arzt;1;CDU;NW;32;87
Henn, Heidtrud ;1962;89;Diakonin;2;SPD;SL;3;
Hennes, Benjamin Herbert ;1987;17;Industriebuchbinder;1;NPD;;   ;294
Hennig, Holger ;1974;88;Theaterpädagoge;1;PIRATEN;NW;24;
Hennig, Mario ;1966;88;Betriebswirt;1;SPD;ST;8;68
Hennig, Martin ;1970;70;Medienberater;1;BüSo;BY;7;218
Henning, Joachim H. ;1952;86;Sozialarbeiter;1;FREIE WÄHLER;;   ;83
Henninger, Hans-Dieter ;1952;95;Unfallrentner;1;AfD;RP;25;
Hennrich, Michael ;1965;76;Mitglied des Deutschen Bundestages;1;CDU;;   ;262
Henrichs, Wener ;1938;78;Kaufmann;1;Volksabstimmung;NW;10;
Hense, Norbert ;1990;62;Technischer Assistent;1;PIRATEN;BW;18;284
Hentschel, Dr. Stephanie ;1963;61;Diplom-Chemikerin;2;FREIE WÄHLER;BY;8;219
Hentschel, Michael ;1964;69;Versicherungsvermittler;1;AfD;;   ;135
Heppding, Achim ;1954;78;Angestellter;1;PSG;HE;2;
Herbert, Dr. Ernst Albert ;1952;84;Arzt;1;MLPD;;   ;101
Herbert, Dr. Ulrich ;1952;81;Rechtsanwalt;1;FDP;BY;14;238
Herbert, Reinhold ;1961;78;Verwaltungsangestellter;1;FREIE WÄHLER;BY;11;221
Herbert, Sibylle Bärbel ;1942;95;Rentnerin;2;FDP;HE;32;
Herbig, Günter Franz Wilhelm ;1948;68;Außendienstmitarbeiter;1;DIE LINKE;;   ;289
Herbold, Peter ;1965;27;Mechaniker;1;REP;BW;17;277
Herbold, Philipp Alexander ;1983;81;Rechtsanwalt;1;FDP;HE;30;
Hercher, Rolf ;1937;95;Rentner;1;Anderer KWV;;   ;61
Herdan, Marion Marga ;1958;78;Angestellte;2;CDU;SH;12;
Herff, Janina ;1983;88;Sozialwissenschaftlerin;2;DIE LINKE;NW;13;119
Herget von, Dr. Harald ;1963;81;Rechtsanwalt;1;FREIE WÄHLER;BE;5;
Herion, Peter ;1941;68;Geprüfter Pharmareferent;1;pro Deutschland;ST;3;
Herlitzius, Bettina ;1960;60;Architektin;2;GRÜNE;NW;17;88
Hermann, Frank-Uwe ;1943;95;Rentner;1;REP;BY;22;
Hermann, Petra ;1960;75;Unternehmensberaterin;2;FDP;NW;45;120
Herr, Alfred ;1948;44;Betonbaumeister, Hochbautechniker;1;CDU;SL;20;
Herre, Caroline ;1946;87;Dozentin;2;MLPD;BW;12;
Herrmann, Franz-Rudolf ;1948;95;Rentner;1;FAMILIE;SL;2;
Herrmann, Klaus Lars ;1977;80;Polizeibeamter;1;AfD;SN;4;
Herzog, Gustav ;1958;76;Mitglied des Deutschen Bundestages;1;SPD;RP;2;210
Herzog, Tibor ;1963;82;Übersetzer;1;NPD;;   ;95
Heß, Petra ;1959;86;Kindergärtnerin;2;SPD;TH;4;192
Hesse, Klaus-Peter ;1967;75;Geschäftsführer;1;CDU;HH;10;
Hesse, Markus Arthur ;1966;88;Diplom-Kaufmann (Univ.);1;AfD;;   ;231
Hesse, Patricia ;1959;82;Übersetzerin;2;Partei der Nichtwähler;NW;3;
Heublein, Sven ;1984;87;Studienreferendar;1;CSU;BY;63;
Heumos, Joachim ;1962;79;Gerätewart;1;ÖDP;BW;20;
Heun, Susanne ;1956;75;Leitende Angestellte;2;FDP;RP;25;
Heveling, Ansgar ;1972;76;MdB, Oberregierungsrat a.D.;1;CDU;;   ;110
Hewald, Georg ;1957;46;Straßenbauer;1;DIE LINKE;;   ;99
Heydrich, Dr. Carl Allwill Jürgen ;1933;95;Bibliotheksdirektor i.R.;1;REP;NW;4;
Hiekisch, Antje ;1977;70;Touristikfachkraft;2;NPD;SN;3;
Hiery, Dr. Hermann ;1957;87;Universitätsprofessor;1;FDP;BY;32;237
Hildebrand, Anna-Maria ;1985;94;Studentin;2;BüSo;BE;12;80
Hilger, Katrin Cornelia ;1966;70;PR-Consultant;2;PIRATEN;HE;6;
Hilgers, Mirko ;1967;71;Kraftfahrer;1;NPD;;   ;110
Hilgert, Erik ;1987;77;Fachinformatiker Systemintegration;1;Die PARTEI;NW;24;
Hilgert, Rainer Josef ;1953;75;Unternehmer;1;ÖDP;RP;1;199
Hill, Hans-Kurt ;1950;67;Kaufmann im Groß-und Außenhandel;1;DIE LINKE;SL;4;
Hille, Dieter ;1961;60;Diplom-Ingenieur Maschinenbau;1;DIE LINKE;;   ;167
Hillebrand, Klaus-Jürgen ;1950;95;Sonderschulrektor a.D.;1;AfD;SH;16;
Hiller, Claus- Detlev ;1946;60;Diplom- Ingenieur;1;AfD;NI;9;
Hiller-Ohm, Gabriele Therese Hedwig ;1953;76;Mitglied des Deutschen Bundestages;2;SPD;SH;4;11
Hillingshäuser, Armin ;1961;60;Diplom-Ingenieur (FH) Elektrotechnik;1;FREIE WÄHLER;RP;11;205
Hilpert, Bernd ;1965;75;Geschäftsführer;1;NPD;;   ;180
Hilpert, Peter ;1962;99;Selbständig;1;NPD;;   ;130
Hilscher, Dr. Thomas ;1955;84;Radiologe;1;BP;BY;3;257
Hilz, Dr. Hauke ;1977;87;Professor für Lebensmittelchemie;1;FDP;HB;2;55
Hinkel, Heinz Karl ;1949;67;selbständiger Kaufmann;1;REP;RP;3;211
Hintner, Thomas ;1960;83;Kommunikationsdesigner;1;Die PARTEI;HE;12;
Hintze, Peter ;1950;76;Parlamentarischer Staatssekretär;1;CDU;NW;5;102
Hinz, Dr. Peter ;1958;81;Rechtsanwalt;1;CDU;BW;16;
Hinz, Martina ;1957;95;Hausfrau;2;BüSo;BE;17;
Hinz, Petra ;1962;81;Juristin;2;SPD;NW;26;120
Hinz, Priska Margarete ;1959;76;Mitglied des Deutschen Bundestages;2;GRÜNE;HE;1;172
Hipp, Simson ;1984;48;Zimmermann;1;FREIE WÄHLER;BY;7;249
Hirte, Christian ;1976;76;MdB, Rechtsanwalt;1;CDU;TH;4;190
Hirte, Prof. Dr. Heribert ;1958;87;Universitätsprofessor;1;CDU;NW;55;94
Hirtz, Lukas Maximilian ;1989;94;Student;1;DIE LINKE;NW;16;116
Hitschler, Thomas ;1982;88;Politikwissenschaftler;1;SPD;RP;6;212
Hnida, Jeannette ;1965;78;Bürokauffrau;2;FREIE WÄHLER;BE;3;
Hochbaum, Robert ;1954;76;Mitglied des Deutschen Bundestages;1;CDU;;   ;166
Hochrainer, Dr. Thomas ;1975;87;Professor;1;AfD;NI;7;34
Hochstein, Stephan ;1983;85;Medizinisch technischer Assistent;1;BüSo;NW;2;95
Hock, Georg ;1950;75;Unternehmensberater;1;AfD;BY;35;240
Höcke, Björn ;1972;87;Gymnasiallehrer, Beamter;1;AfD;TH;2;
Höckendorff, Uwe ;1957;88;Diplom-Betriebswirt (FH), selbständig;2;AfD;ST;12;
Höcker, Annegret ;1954;87;Grundschullehrerin;2;MLPD;BE;4;75
Hoeck, Martin ;1985;78;Angestellter;1;FDP;;   ;57
Hofe von, Erich ;1956;87;Lehrer;1;GRÜNE;;   ;34
Höfer, Heike ;1966;82;Bibliotheksassistentin;2;NPD;;   ;122
Höferlin, Manuel ;1973;75;MdB, Unternehmer;1;FDP;RP;3;207
Hoff von, Sebastian ;1982;80;Schornsteinfeger;1;PIRATEN;;   ;83
Hoffmann, Alexander ;1975;81;Oberrechtsrat;1;CSU;BY;27;249
Hoffmann, Angeline Marie ;1990;94;Studentin;2;AfD;BY;11;
Hoffmann, Dustin ;1987;94;Student;1;Die PARTEI;BE;2;
Hoffmann, Hans-Gerd ;1947;95;Rentner;1;FREIE WÄHLER;;   ;285
Hoffmann, Jens Edgar ;1983;81;Rechtsanwalt;1;CDU;RP;23;
Hoffmann, Rainer ;1962;60;Diplom-Ingenieur;1;PARTEI DER VERNUNFT;RP;1;203
Hoffmann, Sandra Cordula ;1968;86;Arbeitsvermittlerin;2;AfD;BY;24;
Hoffmann, Susanne ;1960;78;Kaufmännische Angestellte;2;NPD;;   ;287
Hoffmann, Thorsten ;1961;80;Polizeibeamter;1;CDU;NW;52;142
Hoffmann, Timo ;1978;78;Angestellter;1;BüSo;BE;20;
Hoffmann, Wolfgang ;1951;75;Logistiker;1;DIE LINKE;;   ;149
Hofmann, Erik ;1986;1;Winzer;1;ÖDP;RP;6;201
Hofmann, Martin Horst ;1977;95;Hausmann, Event-Veranstalter;1;DIE VIOLETTEN;BY;19;
Hofmann, Ralf ;1967;67;Selbstständiger Kaufmann;1;SPD;BY;35;250
Hofmeister, Andreas ;1961;77;Diplom-Informatiker;1;AfD;RP;17;
Hofreiter, Dr. Anton ;1970;76;MdB, Diplom-Biologe;1;GRÜNE;BY;2;222
Höft, Ingo ;1949;77;Systemplaner;1;PIRATEN;RP;5;
Höger, Inge Dora Minna ;1950;76;Mitglied des Deutschen Bundestages;2;DIE LINKE;NW;9;133
Högl, Dr. Eva Alexandra Ingrid Irmgard Anna;1969;76;MdB, Juristin;2;SPD;BE;1;75
Hohenadl, Ruth ;1960;83;Künstlerin;2;FDP;BY;28;218
Hohmann, Gerald ;1959;81;Rechtsanwalt;1;Anderer KWV;;   ;5
Höhn, Bärbel ;1952;61;Diplom-Mathematikerin;2;GRÜNE;NW;1;117
Höll, Dr. Barbara ;1957;76;MdB, Diplom-Philosophin;2;DIE LINKE;SN;9;152
Hollack, Carin ;1940;95;Arbeitspädagogin i.R.;2;NPD;;   ;42
Hollenberg, Hartmut ;1937;60;Diplom-Ingenieur;1;ÖDP;BW;28;
Höller, Dr. Kurt Emmerich ;1980;76;Institutsgeschäftsführer;1;CSU;BY;46;
Holler, Robert ;1946;95;Rentner;1;REP;BY;17;
Holm, Leif-Erik ;1970;82;Moderator;1;AfD;MV;1;
Holmeier, Karl ;1956;76;Mitglied des Deutschen Bundestages;1;CSU;;   ;234
Holtermann, Sandra ;1971;75;Abteilungsleiterin;2;Die PARTEI;BE;35;
Höltke, Markus Alfred ;1967;83;Kameramann;1;Tierschutzpartei;HB;2;
Holz, Angela ;1979;78;Angestellte;2;SPD;NI;38;
Holzapfel, Dietmar ;1966;78;Angestellter;1;FREIE WÄHLER;SL;1;
Holzenkamp, Franz-Josef ;1960;76;MdB, Landwirtschaftsmeister;1;CDU;;   ;32
Holzhäuser, Reiner ;1938;95;Rentner;1;FREIE WÄHLER;BW;14;
Holzheu, Johann ;1944;88;Diplom-Pädagoge;1;DKP;;   ;270
Holzner, Martina ;1976;86;Erzieherin;2;SPD;SL;5;
Holzwarth, Ursula ;1949;95;Rentnerin;2;REP;;   ;272
Homa, Frank-Michael ;1957;28;KFZ Meister;1;REP;;   ;182
Homburger, Birgit ;1965;76;Mitglied des Deutschen Bundestages;2;FDP;BW;2;287
Hönig, Günter ;1951;95;Rentner;1;Anderer KWV;;   ;51
Hönig, Manfred ;1971;40;Fleischergeselle;1;NPD;;   ;187
Hönlinger, Ingrid ;1964;76;MdB, Rechtsanwältin;2;GRÜNE;BW;17;265
Hopfensperger, Sebastian ;1984;78;Kaufmännischer Angestellter;1;FREIE WÄHLER;BY;4;233
Hoppe, Thilo ;1958;82;Journalist, Diakon;1;GRÜNE;NI;8;24
Hoppenstedt, Dr. Hendrik ;1972;76;Bürgermeister;1;CDU;NI;17;43
Hoppenstedt, Petra ;1982;87;Studienrefendarin für Lehramt;2;CDU;MV;11;
Horb, Margaret ;1967;76;Diplom-Finanzwirt (FH);2;CDU;BW;15;
Hörhold, Andreas ;1969;78;Bürokaufmann;1;MLPD;MV;2;
Hornberger, Reinhard ;1948;62;Sicherheitsfachwirt (FH);1;REP;BY;7;
Hornbostel, Steffi Thea ;1959;67;Buchhändlerin;2;DIE LINKE;TH;7;
Hörner, Erich Paul Manfred ;1951;81;Rechtsanwalt;1;MLPD;BY;4;
Hornhues, Else Katharina Bettina ;1972;69;Bankkauffrau;2;CDU;HB;2;55
Hornung, Fritz-Walter ;1957;88;Diplom-Volkswirt;1;DIE LINKE;HE;14;181
Horst, Alfred Hermann ;1952;71;Berufskraftfahrer;1;NPD;;   ;171
Horst, Timo ;1979;87;Studienrat;1;SPD;RP;25;
Hörstel, Christoph ;1956;82;Regierungsberater, Publizist;1;Anderer KWV;;   ;61
Höschel, Dr. Mathias Edwin ;1967;84;Zahnarzt;1;CDU;NW;57;
Höschen, Frank ;1965;87;Sonderschulkonrektor;1;PIRATEN;;   ;120
Hotter, Lucas ;1989;94;Student;1;BP;BY;22;
Hübener, Thomas ;1974;78;Kaufmann;1;NPD;BE;8;81
Huber, Karl-Heinz (Charles M.) ;1956;83;Schauspieler;1;CDU;HE;19;186
Huber, Martin ;1960;78;Angestellter;1;REP;BY;18;
Huber, Wilfried ;1954;87;Realschullehrer;1;FDP;BW;26;270
Hubig, Ute ;1947;70;Speditionskauffrau;2;CDU;SL;11;
Hübinger, Anette ;1955;81;Assessorin jur.;2;CDU;SL;3;296
Hübner, Thomas ;1971;77;Anwendungsentwickler;1;PIRATEN;ST;8;
Hudyma, Christine-Maria ;1961;69;Bankkauffrau;2;FREIE WÄHLER;;   ;93
Huemer, Robert ;1967;66;Verkäufer;1;ÖDP;BY;14;
Huff, Manuel ;1984;94;Student;1;DIE LINKE;;   ;150
Hufgard, Christian ;1979;77;Softwareentwickler;1;PIRATEN;;   ;184
Hüfner, Florian ;1987;94;Student;1;SPD;ST;9;73
Huger, Mark Daniel ;1983;75;IT-Unternehmer;1;PIRATEN;BY;9;
Hugo von, Merlyn Meikel Moritz Manfred ;1991;94;Student der Rechtswissenschaft;1;ÖDP;;   ;194
Huhn, Claus ;1956;70;Immobilienmarkler;1;FREIE WÄHLER;SL;4;
Hühnlein, Johannes ;1984;78;Kaufmann;1;NPD;BY;9;240
Hülfemann, Hartmut ;1941;95;Lehrer i. R.;1;FREIE WÄHLER;NW;13;
Human, Karl-Justus ;1969;67;Geschäftsinhaber;1;Anderer KWV;;   ;235
Hummel, Frank Detlef ;1960;72;Kapitän;1;pro Deutschland;BB;2;
Hummel, Melanie ;1984;94;Studentin;2;BP;BY;21;
Hummel, Rebecca ;1983;88;Politikwissenschaftlerin;2;SPD;BW;26;289
Humml, Stephan Udo ;1976;27;Mechaniker;1;PARTEI DER VERNUNFT;BY;17;
Hundeiker, Ulf Henning ;1972;98;Arbeitslos;1;Die PARTEI;NW;51;
Hundeshagen, Birgitta Maria Klara ;1953;78;Diplom-Kauffrau;2;CDU;NI;32;
Hunko, Andrej Konstantin ;1963;76;Mitglied des Deutschen Bundestages;1;DIE LINKE;NW;4;87
